age,income,years_experience,gender,target
51,46067,11,M,0
50,27808,6,M,0
40,65931,22,F,1
45,61369,21,F,1
49,45931,11,F,1
24,33228,5,F,0
46,78279,28,F,1
25,35990,7,M,0
18,20000,0,F,0
20,23330,2,F,0
41,61707,20,F,1
40,63708,22,M,1
25,36569,7,M,0
64,69946,26,F,1
54,43237,14,F,0
20,22826,2,M,0
50,80641,31,F,1
45,69592,27,F,1
64,34577,6,M,0
25,37094,7,F,0
51,85011,33,F,1
52,25363,5,M,0
49,32086,8,M,0
41,27042,3,F,0
31,42927,13,M,0
49,77720,27,M,1
63,60671,20,M,1
60,44852,11,M,0
33,43788,12,F,0
21,27300,3,F,0
54,70053,26,F,1
38,56843,20,F,1
31,50420,13,F,0
48,76382,30,M,1
65,52028,15,F,1
35,58743,17,M,1
24,27509,6,M,0
27,40782,9,F,0
24,35028,6,F,0
50,78949,28,M,1
40,40333,10,M,0
38,59447,20,F,1
36,57283,18,F,1
65,73357,26,F,1
36,26952,2,F,0
53,20000,0,F,0
46,76163,28,M,1
35,56832,17,F,1
19,23604,1,F,0
18,20000,0,M,0
64,35421,9,F,1
22,26329,4,M,0
37,53210,17,F,1
28,27219,6,M,0
59,27319,4,M,0
19,20295,1,F,0
20,21196,2,M,0
40,28990,2,M,0
29,37567,11,F,0
37,27877,2,M,0
22,25285,4,F,0
54,30491,3,F,0
55,91399,34,M,1
47,41644,11,F,0
26,34122,8,F,0
51,89990,33,M,1
61,58417,18,M,0
52,85730,34,M,1
39,58593,21,F,1
61,52648,17,M,1
41,69366,23,M,1
34,54389,16,M,1
27,41853,9,M,0
47,29496,6,F,0
63,42638,10,F,1
40,68777,22,M,1
49,59423,18,M,1
34,48632,16,M,1
34,51042,16,F,1
31,44923,13,F,1
26,34169,8,M,0
57,71899,24,M,1
19,24498,1,M,0
62,75743,28,F,1
42,68141,24,F,1
56,84509,30,M,1
26,33936,5,M,0
39,59832,20,F,1
60,79418,32,M,1
63,33856,8,F,1
21,27124,3,F,0
43,64706,21,F,1
46,76725,28,F,1
62,35099,10,M,0
51,51119,18,M,1
40,66029,22,F,1
54,41922,11,M,1
28,35748,10,F,0
23,33993,5,M,0
35,39715,12,F,0
38,64354,20,F,1
59,42867,12,F,0
53,47925,14,F,1
58,57179,17,M,1
55,45938,15,F,1
51,87519,33,M,1
34,27195,4,F,0
54,72049,26,F,1
42,21885,1,F,0
55,95213,37,F,1
29,40368,11,F,0
40,20000,0,M,0
59,47712,13,M,0
39,66070,21,F,1
38,58180,20,F,1
44,58325,21,F,1
48,69958,26,M,1
23,31241,5,F,0
44,71576,26,F,1
57,70561,26,M,1
51,85889,33,M,1
29,40519,11,M,0
62,98471,38,F,1
24,22372,2,F,0
27,37728,9,M,1
62,28532,3,F,0
34,44092,14,M,0
43,21042,2,M,0
38,36290,10,M,0
45,76746,27,F,1
63,20000,2,F,0
19,20000,1,F,0
60,34929,8,F,0
18,20000,0,M,0
53,90100,35,F,1
43,31688,7,M,0
46,74931,28,F,1
38,49267,13,M,0
28,43978,10,M,0
57,45313,12,F,1
28,36960,10,F,1
53,41167,9,M,0
56,75778,29,M,1
57,25253,4,F,0
52,58099,21,F,1
51,86822,33,M,1
64,24760,4,F,0
41,44222,11,F,0
39,62450,21,M,1
22,26336,4,F,0
50,72287,25,M,1
53,21863,0,F,0
64,40082,9,M,0
37,56271,19,M,1
36,58898,18,M,1
52,77497,30,F,1
60,67748,22,M,1
34,52988,16,F,1
62,21751,1,F,0
60,76818,30,M,1
51,22871,1,F,0
26,34679,8,F,0
43,70902,24,M,1
19,20000,1,M,0
26,22959,0,F,0
26,32033,8,M,1
57,76228,27,F,1
34,53960,16,F,1
18,20000,0,M,0
42,71413,24,F,1
60,61899,22,M,1
57,70503,26,F,1
59,21057,0,M,0
42,40190,8,M,0
56,28447,6,M,0
52,65755,25,F,1
20,28763,2,M,0
54,25317,5,F,0
61,90605,36,F,1
61,43460,11,F,0
47,70555,23,M,1
55,49823,16,M,1
51,21255,1,F,0
29,40159,11,M,1
36,60852,18,M,1
54,78332,28,M,1
61,21001,0,F,0
34,47969,13,F,1
27,36991,9,F,0
64,43892,10,M,0
29,43547,11,M,1
33,45379,15,M,1
41,20000,1,F,0
36,57714,18,F,1
25,25652,4,F,0
48,84856,30,F,1
38,34820,8,M,0
34,47109,16,F,0
40,37656,9,M,0
54,94870,35,F,1
33,50340,15,M,1
23,20770,2,M,0
25,34089,7,M,1
42,61637,22,F,1
35,52452,17,M,1
42,70542,24,F,1
29,40365,11,M,0
32,46508,14,M,1
43,72700,25,M,1
58,64017,24,M,1
62,56634,19,M,1
43,72213,25,M,1
64,87093,32,F,1
49,77119,31,M,1
27,36802,9,F,1
33,22392,0,M,0
24,32068,6,F,0
34,54852,16,M,1
40,66128,22,F,1
43,32823,8,F,0
38,63789,20,M,1
39,57354,21,F,1
24,27895,6,M,0
31,47963,13,F,1
32,47347,14,M,1
24,28178,6,F,0
26,32757,8,M,0
65,87246,32,F,1
25,34876,7,M,0
40,67691,22,M,1
46,52015,15,M,1
35,53530,17,F,1
48,78293,30,M,1
47,75084,29,M,1
56,67185,22,M,1
52,73318,25,M,1
35,56654,16,M,1
59,93386,37,M,1
56,63395,23,F,1
34,53187,16,M,1
31,48280,13,F,0
48,23604,1,F,0
41,38341,7,F,0
52,47194,14,F,1
61,96588,40,M,1
62,48776,12,F,1
51,69699,26,M,1
20,25775,2,M,0
54,23637,0,M,0
60,29321,4,M,0
57,73081,28,F,1
43,49411,14,M,0
40,60784,22,M,1
61,33690,5,M,0
56,30595,5,M,0
32,48059,14,F,0
21,29914,3,F,0
46,59168,21,M,1
39,64692,21,M,1
42,54363,19,F,1
30,45151,12,M,0
35,50565,17,F,1
50,75371,29,M,1
33,45954,15,F,1
62,61511,22,F,1
59,101749,39,M,1
61,47908,12,M,0
19,22682,1,F,0
52,40877,9,M,0
59,93710,37,M,1
51,87028,33,F,1
47,80173,29,M,1
30,22876,3,M,0
30,48981,12,F,0
35,57394,17,F,1
49,72452,27,M,1
49,73335,26,F,1
52,62857,22,M,1
56,58003,18,M,1
63,45309,15,F,1
46,71237,28,F,1
46,25627,4,M,0
61,67599,23,M,1
33,29206,4,M,0
61,75259,28,F,1
64,33550,5,F,0
27,34132,9,M,0
47,73767,29,M,1
42,66325,24,M,1
56,76529,28,M,1
37,60012,19,M,1
22,25659,4,F,0
18,22991,0,M,0
47,75580,29,F,1
20,20000,2,M,0
62,34187,5,F,0
31,37522,9,F,0
47,80230,29,M,1
21,21217,3,M,0
35,29880,6,M,0
54,72257,28,M,1
42,51693,15,F,1
65,20000,0,M,0
18,20000,0,M,0
63,71678,28,F,1
32,51691,14,M,1
26,34694,8,F,0
32,43884,14,F,1
41,42226,11,M,1
21,25113,3,F,0
29,45763,11,F,0
54,47571,13,M,1
54,51405,15,M,1
60,26717,5,M,0
23,27249,5,F,0
56,62230,23,M,1
63,76201,26,F,1
41,61448,23,F,1
28,42515,10,M,0
30,39841,12,F,0
51,74241,28,F,1
42,69663,24,F,1
24,21330,2,F,0
21,24608,3,M,0
25,27603,3,M,0
37,40652,10,M,0
46,49970,14,M,1
62,21651,1,M,0
63,47049,14,M,0
27,33925,5,M,0
60,47759,12,M,0
51,86791,33,M,1
43,65771,25,M,1
58,48339,12,M,1
20,25037,2,F,0
23,26254,5,M,0
22,23271,4,F,0
22,24273,4,F,0
64,93155,39,M,1
40,48090,12,M,1
26,40966,8,M,0
52,55728,18,F,1
37,58699,19,M,1
59,79607,28,M,1
52,53720,18,M,0
35,52006,17,F,0
34,24636,1,M,0
41,69906,23,F,1
20,20230,2,F,0
49,20000,0,M,0
52,41173,13,F,0
55,36121,7,M,0
30,41665,12,M,0
64,79717,32,F,1
42,72056,24,M,1
26,32283,8,M,0
21,26174,3,M,0
31,42670,13,M,0
54,95873,36,M,1
51,20000,0,M,0
28,39108,10,M,0
58,85993,34,F,1
20,22044,2,F,0
45,76576,27,F,1
46,49768,16,M,1
26,38892,8,F,0
20,23224,2,F,0
42,35472,7,F,0
51,53227,18,F,1
29,30539,5,F,0
59,66549,23,M,1
26,30457,5,F,0
32,45212,14,F,0
57,26513,2,M,0
42,71913,24,F,1
22,32122,4,F,0
28,36202,10,F,1
51,32906,7,M,0
41,70587,23,F,1
32,51927,14,M,1
55,47619,14,F,1
25,34160,7,M,0
22,23591,4,M,0
65,47745,12,F,1
43,38031,8,F,0
35,50666,17,M,1
23,20000,2,M,0
54,67130,22,F,1
65,44123,11,F,0
30,41099,12,F,1
45,41065,10,M,1
22,23931,4,M,0
30,37895,8,M,0
34,50578,16,M,1
57,39954,9,F,0
62,36797,8,F,1
49,85423,31,F,1
46,45790,12,M,0
20,25944,2,M,0
57,39323,10,F,0
51,84614,33,M,1
57,78004,28,F,1
44,45865,12,F,0
30,45048,12,M,1
62,31733,8,F,0
50,80711,32,F,1
23,26030,5,M,0
41,29017,7,M,0
36,52483,17,F,1
33,50161,15,F,0
57,90866,35,F,1
45,32607,8,M,0
50,52945,15,F,1
65,24645,4,F,0
58,52305,14,F,1
30,42611,12,F,1
60,96332,38,F,1
62,69006,24,M,1
42,54927,15,M,1
59,64659,21,M,1
53,52086,15,M,0
44,67737,26,F,1
55,28521,4,F,0
24,35397,6,F,0
22,30810,4,F,0
60,34827,5,M,0
62,39589,11,M,1
48,76871,30,M,1
40,62136,22,F,1
59,61405,20,M,1
27,33906,9,F,0
49,50719,13,F,1
60,80339,29,M,1
47,23342,2,F,0
56,40383,12,M,1
48,80169,30,M,1
35,54676,17,M,1
53,93724,35,M,1
19,22859,1,F,0
31,48223,13,M,1
30,45050,12,M,1
46,27039,5,M,0
29,40127,11,M,1
56,44514,11,M,1
19,25743,1,M,0
49,48154,15,F,0
30,48376,12,F,0
63,20000,2,F,0
44,72684,26,F,1
58,64222,23,M,1
34,55960,16,M,1
57,80713,29,F,1
48,55984,20,M,1
51,52105,16,M,0
41,57788,17,F,1
62,28857,2,F,0
52,38528,11,M,0
65,46826,15,M,1
23,29628,5,F,0
36,50323,13,F,1
47,67523,26,M,1
24,34106,6,F,0
27,36805,9,M,0
58,84628,34,F,1
49,54860,16,M,1
51,59855,19,M,1
45,26849,5,M,0
32,51696,14,F,0
47,36040,6,M,0
54,89994,36,F,1
46,43538,11,F,0
39,48562,16,F,1
21,26026,3,F,0
37,27601,5,F,0
49,78619,31,F,1
53,68391,24,F,1
21,26865,3,F,0
44,41165,10,M,0
34,39179,8,M,0
29,22513,3,M,0
39,28927,2,M,0
34,45028,12,F,0
27,34370,9,F,1
18,22560,0,F,0
39,21259,0,M,0
43,28177,4,F,0
35,24898,1,F,0
31,45107,13,F,0
64,86657,31,F,1
46,77860,28,F,1
29,29546,6,M,0
53,64446,20,M,1
52,48526,16,F,0
29,39224,11,M,0
24,21466,0,F,0
46,74268,28,M,1
28,38678,10,F,0
50,86454,31,F,1
23,27306,5,M,0
64,35393,9,F,0
32,26184,5,M,0
49,80630,31,M,1
28,43666,10,M,0
40,38915,9,F,0
43,64889,24,F,1
51,69390,23,F,1
63,84503,30,F,1
51,76779,28,F,1
46,39250,11,M,0
21,29038,3,F,0
34,38963,8,F,0
52,76960,28,M,1
30,28772,2,F,0
58,29012,3,F,0
56,58637,20,F,1
32,27204,5,F,0
46,20599,1,F,0
46,76844,28,F,1
28,40045,10,M,0
49,85556,31,F,1
19,26884,1,M,0
64,61996,19,M,1
31,25928,1,M,0
37,36778,6,F,0
39,63849,21,F,1
28,40261,10,M,0
44,45669,15,F,1
20,26058,2,M,0
34,51439,16,M,1
61,35324,6,M,0
45,73725,25,F,1
46,22415,0,M,0
38,23773,1,F,0
64,83213,30,F,1
33,48475,15,M,0
54,88277,36,F,1
37,53385,19,F,1
23,27418,5,M,0
36,20000,0,M,0
22,32273,4,M,0
20,24198,2,M,0
18,20662,0,M,0
55,60443,18,M,1
32,46954,14,F,0
51,79105,31,F,1
52,31077,4,M,0
42,68633,24,M,0
41,28762,5,M,0
29,43142,11,F,0
35,57971,17,F,1
32,39535,12,M,1
61,43090,11,M,0
33,32530,5,M,0
44,76069,26,M,1
25,32788,7,F,0
63,77524,27,F,1
42,37615,9,F,0
34,53829,16,F,1
46,27272,5,F,0
25,36326,7,F,0
32,48003,14,F,1
44,52373,17,F,1
63,28858,3,F,0
24,34823,6,M,0
20,27535,2,F,0
46,26025,3,M,0
61,44984,12,M,1
41,36641,10,F,0
20,27609,2,M,0
37,56266,18,F,0
63,79241,32,F,1
32,49892,13,F,0
42,46119,12,M,1
47,30270,6,F,1
31,41003,13,M,0
24,27850,6,F,0
34,53111,16,M,1
61,38588,7,M,0
37,59287,19,F,1
53,53967,18,M,1
26,33170,8,M,0
55,86187,33,M,1
65,93083,35,M,1
39,25078,5,M,0
19,20000,0,M,0
41,66737,23,F,1
25,33233,7,F,0
28,36040,8,F,1
30,45836,12,F,1
34,20000,1,M,0
25,29969,7,F,0
38,30174,3,M,0
35,57208,17,M,1
47,59083,19,F,1
35,29737,4,M,0
63,36220,8,F,0
64,56544,19,M,1
48,50996,15,F,1
55,54247,19,M,1
49,54091,19,F,1
28,36721,10,F,0
62,98236,38,F,1
42,65107,24,M,1
50,44590,11,F,0
55,60997,20,M,1
58,59175,22,M,1
25,34975,7,F,0
28,39479,10,M,1
39,33495,5,M,0
41,40640,11,M,0
58,90509,34,F,1
34,34603,7,M,0
29,40318,11,F,0
63,53327,15,M,1
49,81637,31,M,1
32,50301,14,F,1
33,31608,6,M,0
39,45362,15,F,0
45,72423,27,M,1
37,62515,19,M,1
50,85030,32,M,1
27,27936,3,F,0
57,74934,26,F,1
49,61350,22,M,1
50,64553,22,F,1
19,20440,1,F,0
50,69640,23,M,1
50,49203,15,M,1
58,29010,6,M,0
30,46136,12,M,1
47,79096,29,F,1
50,82434,30,M,1
30,44672,12,M,0
43,25561,3,F,0
39,34406,5,F,0
56,54882,18,M,1
19,24116,1,M,0
55,73081,28,M,1
56,40123,11,F,0
43,72564,25,M,1
63,41953,12,F,0
32,45111,14,F,0
51,25213,4,M,0
59,48498,16,M,1
61,71596,26,M,1
57,72573,25,F,1
28,24201,3,F,0
20,23071,2,F,0
23,25053,5,M,0
26,32141,8,F,0
23,28395,5,F,0
26,31058,8,M,0
56,57218,20,F,1
48,76170,30,M,1
49,68331,24,F,1
58,96984,38,F,1
29,24255,2,F,0
25,32040,7,M,0
25,28849,6,F,0
45,55135,16,F,1
37,45263,12,F,0
64,69757,23,M,1
24,27709,6,F,0
28,38364,7,M,0
37,26655,1,F,0
33,46237,15,M,1
21,20788,2,F,0
23,33518,5,F,1
39,54223,16,F,1
43,73162,25,M,1
20,24355,2,M,0
58,81204,32,M,1
59,82451,29,M,1
31,48299,13,F,1
28,30439,7,F,0
35,52485,17,F,1
29,39705,11,F,0
40,41269,11,F,1
29,43200,11,M,1
30,34004,7,F,1
42,31896,8,M,0
62,33358,7,F,0
36,55748,18,M,1
63,85766,32,M,1
53,80313,32,M,1
62,40845,10,M,1
25,31019,7,M,1
46,63280,24,F,1
49,49859,14,M,1
61,38137,9,F,0
35,57326,17,F,1
23,32305,5,M,0
35,51967,17,M,1
36,60872,18,F,1
39,64231,20,M,1
54,87546,36,M,1
49,21399,0,F,0
58,66459,24,F,1
20,20693,2,M,0
45,52195,18,F,0
27,32153,7,M,0
52,87926,34,M,1
46,46002,14,M,1
32,48767,14,M,1
50,24276,0,M,0
24,32938,6,M,0
29,22719,0,F,0
47,82667,29,F,1
38,27668,3,F,0
48,50275,16,F,0
41,23206,1,F,0
37,57445,19,F,1
54,33110,9,M,0
21,22047,3,M,0
45,73584,25,M,1
61,76150,26,M,1
37,56552,19,F,1
41,67501,23,M,1
49,75331,28,F,1
58,58909,17,F,1
53,66246,21,F,1
51,67619,25,M,1
53,74496,25,M,1
19,21018,1,F,0
32,45011,14,M,0
51,35203,7,M,0
53,20000,1,M,0
23,33878,5,F,0
56,38398,11,M,0
59,56784,17,F,1
29,37596,11,M,1
20,28325,2,M,0
62,20000,2,M,0
35,55121,17,F,1
57,52704,18,M,1
38,63382,20,M,1
32,42142,10,M,0
50,53982,17,F,1
52,73943,28,M,1
43,28825,2,M,0
25,28111,3,F,0
53,71279,27,M,1
65,40697,8,M,0
47,81829,29,M,1
40,30188,6,M,0
59,20000,0,F,0
61,84267,34,F,1
31,48971,13,F,1
31,33653,8,M,0
19,21818,1,M,0
54,30425,7,M,0
22,26409,4,M,0
55,74107,25,M,1
62,33620,9,M,0
58,81833,29,M,1
64,94325,39,F,1
31,41858,13,F,1
56,77824,30,F,1
42,34216,7,F,0
37,47747,12,M,1
19,20000,1,F,0
56,81643,29,F,1
23,26626,5,M,0
34,54493,16,M,1
42,26124,2,M,0
45,74735,27,F,1
19,25550,1,M,0
52,68932,22,M,1
54,35725,8,F,0
22,24412,1,M,0
18,20000,0,M,0
57,83966,31,M,1
29,42531,11,F,0
53,78412,28,F,1
62,95544,39,F,1
40,23241,2,F,0
64,79257,32,M,1
48,32025,6,F,0
28,39448,10,M,0
27,35050,9,M,0
20,27158,2,F,0
31,50522,13,F,1
33,52360,15,M,1
27,20000,0,F,0
46,73932,28,F,1
27,42360,9,F,1
29,40328,11,M,0
47,72239,28,F,1
58,26038,4,M,0
18,20000,0,F,0
22,32422,4,F,0
37,62783,19,M,1
25,32573,7,F,0
60,48823,12,F,0
29,37464,11,F,0
18,20000,0,M,0
37,28434,2,M,0
45,32510,5,M,0
60,48678,16,M,1
54,23566,3,F,0
64,84718,32,F,1
54,82167,32,M,1
29,30976,5,M,0
54,95987,36,M,1
61,47522,13,M,1
45,36040,6,M,0
64,31329,5,F,0
32,20000,2,F,0
23,32257,5,F,0
61,57241,21,M,1
37,54167,19,F,1
31,30339,7,M,0
19,22396,1,M,0
26,37690,8,M,0
54,40979,12,M,0
37,21684,0,F,0
43,72732,25,F,1
46,72578,28,M,1
18,23464,0,F,0
52,31489,4,F,0
23,27917,5,M,0
54,83129,31,M,1
22,26280,4,F,0
50,80408,32,F,1
31,49996,13,M,0
29,43166,11,M,1
59,78671,28,F,1
37,53805,19,F,1
41,22653,0,M,0
60,76039,26,F,1
51,77687,29,F,1
42,72426,24,F,1
46,20000,0,M,0
56,84711,33,M,1
48,30030,6,M,0
64,21589,0,F,0
60,52531,17,F,1
40,63509,22,M,1
61,55696,18,F,1
55,43092,12,M,0
37,59384,19,M,1
40,23503,1,M,0
62,23454,2,F,0
33,53134,15,F,1
59,87275,35,F,1
25,36368,7,M,0
38,58563,20,F,1
18,20000,0,F,0
25,36855,7,F,0
46,72900,28,M,1
49,37642,10,F,0
55,96250,37,M,1
22,32041,4,M,0
64,49599,16,F,1
39,64832,21,F,1
64,56969,17,M,1
51,83989,32,M,1
18,20000,0,F,0
43,29043,6,F,0
60,72612,28,F,1
27,29916,4,F,0
47,53255,15,F,1
35,52479,17,M,1
34,26124,4,M,0
43,35342,9,F,0
25,35324,7,M,0
64,71803,28,F,1
57,47462,15,M,0
29,24600,3,F,0
44,20000,0,F,0
25,34751,7,M,0
42,71247,24,M,1
63,20000,0,F,0
21,27889,3,F,0
50,20000,2,M,0
18,20000,0,M,0
36,58690,18,F,1
48,82465,30,M,1
33,44509,10,F,1
31,45365,13,M,0
65,93159,38,F,1
22,30642,4,M,0
58,54903,19,F,1
43,49027,16,F,1
45,33401,6,M,0
19,20000,1,F,0
23,23035,3,M,0
26,32144,8,F,0
50,75083,29,F,1
58,20000,0,M,0
42,66506,24,F,1
65,44654,11,M,0
30,44209,12,M,0
26,33219,8,M,0
30,43430,12,F,1
48,78079,30,F,1
58,86833,34,F,1
28,38887,10,F,0
21,25477,3,F,0
51,79029,28,M,1
55,46232,15,M,0
63,25455,3,M,0
21,28248,3,M,0
55,20000,0,F,0
36,52673,18,F,0
23,30402,5,M,0
51,42615,11,F,1
35,51308,16,M,1
30,42995,12,M,0
58,73976,27,F,1
40,65212,22,M,1
36,53318,18,F,1
62,32455,4,M,0
28,36284,10,F,1
18,20000,0,M,0
41,52677,14,F,1
24,22886,2,M,0
42,44017,12,M,0
38,28647,4,F,0
32,50186,14,F,1
18,21110,0,M,0
29,41022,11,M,0
24,35201,6,M,0
32,45878,14,F,0
38,64285,20,F,1
36,51214,18,F,1
46,72945,28,M,1
42,64079,24,F,1
50,30773,6,F,0
49,83187,31,F,1
52,82315,31,M,1
61,57593,21,F,1
55,28688,5,M,0
43,63872,20,F,1
28,38095,10,M,0
52,83567,34,F,1
25,33810,7,F,0
63,41091,9,F,1
31,41690,13,F,1
27,37846,9,M,0
19,23932,1,M,0
63,83281,34,F,1
26,38294,8,F,0
20,25335,2,F,0
38,59247,20,F,1
43,25161,3,M,0
25,34043,7,M,1
65,79627,31,M,1
19,26565,1,F,0
23,29597,5,M,0
45,41161,10,M,0
46,76695,28,F,1
43,36896,8,M,0
42,48348,12,M,1
29,44383,11,F,0
22,32120,4,M,0
51,41485,10,F,0
65,69001,27,M,1
54,30360,5,M,0
32,52092,14,M,1
61,50448,13,M,1
53,78174,28,M,1
32,45807,14,F,0
60,49683,14,M,0
65,27017,4,F,0
40,61375,21,M,1
23,27581,5,F,0
63,55302,18,M,1
61,51450,17,F,1
60,26388,5,M,0
62,31598,8,F,0
38,64822,20,F,1
40,65879,22,M,1
60,88477,34,M,1
33,54202,15,F,0
64,50911,15,M,1
32,49665,14,F,1
42,21136,3,M,0
53,77229,30,F,1
28,38525,10,M,1
32,49377,14,F,1
21,21846,3,F,0
38,26843,3,M,0
30,43003,12,M,1
39,26095,4,F,0
36,52900,18,F,1
51,43235,12,F,1
31,30398,3,F,0
21,25707,3,M,0
65,73381,25,M,1
63,68895,25,F,1
44,52553,18,M,1
46,76548,28,F,1
64,44390,10,F,0
45,20000,1,M,0
52,76759,30,M,1
25,38643,7,F,0
33,41202,10,M,0
59,47757,15,F,0
53,26327,1,M,0
47,74802,29,F,1
35,49880,17,M,1
19,25725,1,F,0
30,35100,7,F,0
21,21386,3,F,0
43,65340,24,M,1
42,65352,24,F,1
47,78589,29,F,1
28,22694,3,F,0
24,30024,6,M,0
48,35677,9,M,0
61,75462,26,M,1
27,37714,9,F,0
56,98954,37,F,1
30,40161,12,M,0
48,84264,30,M,1
24,36071,6,F,0
59,51835,16,M,1
59,42194,12,F,0
53,62214,20,F,1
37,48458,14,F,1
21,28342,3,M,0
24,33329,6,M,0
18,20000,0,M,0
61,94028,39,M,1
62,64568,21,M,1
59,40631,9,F,0
64,80833,32,F,1
30,46240,11,F,0
39,32476,7,F,0
38,58687,20,M,1
39,60642,21,M,1
45,72518,27,F,1
26,35715,8,F,0
43,54480,15,M,1
26,36456,8,M,0
32,47034,14,M,0
27,37531,9,F,0
41,32126,5,F,0
59,41335,9,F,0
25,29674,7,F,0
41,63598,23,M,1
33,38269,8,M,0
43,48614,15,F,0
44,21944,1,M,0
54,84291,30,M,1
21,28783,3,M,0
41,40285,10,F,1
36,54541,18,F,1
53,74831,28,F,1
56,79115,30,M,1
27,33889,7,F,0
42,41845,9,M,0
35,31186,5,F,0
36,60053,18,F,1
53,90300,34,F,1
27,36773,9,F,0
50,75090,28,M,1
22,27149,4,F,0
64,98935,40,M,1
52,29966,4,M,0
61,31608,4,M,0
51,67717,23,F,1
50,48561,14,M,0
38,56704,20,F,1
34,56437,16,F,1
39,43261,12,M,1
65,80131,31,F,1
54,64920,21,F,1
32,45054,14,F,0
52,28474,2,F,0
45,27880,4,M,0
24,27509,6,M,0
49,79678,31,M,1
28,39019,10,F,0
27,37506,8,M,0
26,36921,8,M,0
31,20000,0,F,0
30,48468,12,F,1
42,64856,24,M,1
19,22033,1,F,0
52,84038,30,M,1
24,20577,1,M,0
38,53627,17,F,1
35,47964,15,M,1
20,20391,2,F,0
59,52680,16,M,1
56,85577,34,M,1
58,83499,30,F,1
28,38844,10,F,0
56,62666,23,F,1
41,68859,23,M,1
63,95896,36,M,1
36,56694,18,F,1
21,21977,3,F,0
43,65002,25,F,1
55,54539,15,M,1
59,62898,19,M,1
49,85852,31,M,1
56,76050,27,M,1
62,62739,20,M,1
63,104776,40,F,1
53,87046,32,M,1
57,37361,8,M,0
54,61969,23,F,1
50,41395,12,F,1
53,75529,29,M,1
20,21771,2,F,0
26,40881,8,F,0
25,38151,7,M,0
50,24688,0,F,0
23,27529,5,F,0
58,87829,32,M,1
56,56866,16,F,1
21,25639,1,M,0
30,44065,12,M,1
19,22535,1,F,0
22,31387,4,F,0
61,96647,36,F,1
44,67117,26,M,1
49,29791,6,M,0
38,55708,20,F,1
25,20000,0,M,0
55,81667,29,F,1
25,32591,7,M,0
20,23773,2,F,0
61,72153,25,F,1
20,23922,2,F,0
39,21320,0,F,0
23,25467,5,F,0
19,25098,1,M,0
40,65738,21,F,1
61,43273,12,M,1
19,26731,1,M,0
55,31165,6,M,0
34,52344,16,F,1
52,31541,6,M,0
51,40297,11,M,1
40,67348,22,M,1
47,66796,22,M,1
25,32497,7,F,0
39,52393,14,M,1
61,73350,29,F,1
53,37278,8,F,0
22,23109,4,F,0
30,47758,12,F,1
46,29750,7,M,0
48,77530,30,F,1
64,38840,8,M,0
33,47222,15,M,1
59,53456,19,M,1
47,76494,29,F,1
33,31491,5,M,0
29,43611,11,F,0
34,55868,16,M,1
33,45749,15,F,1
29,41575,11,F,0
25,35846,7,F,0
37,61357,19,F,1
20,20000,2,F,0
33,32819,4,F,0
47,40441,8,F,1
62,87324,32,F,1
40,68511,22,F,1
45,54555,16,F,1
57,98811,39,F,1
22,25064,4,M,0
37,39358,10,M,1
57,32453,7,M,0
61,29769,5,F,0
18,20000,0,M,0
47,38675,7,M,0
38,62825,20,F,1
37,54719,18,M,1
23,31590,5,M,0
39,57256,21,F,1
35,53437,17,F,1
25,32195,7,F,0
56,93417,37,M,1
49,27209,4,M,0
50,49526,15,F,1
33,51637,15,F,1
29,46454,11,M,0
55,36865,9,F,0
51,32344,4,F,0
31,43551,13,M,1
53,90970,35,F,1
50,63097,20,M,1
40,20000,2,M,0
62,69045,27,F,1
19,24379,1,M,0
58,59687,18,M,1
38,54706,15,F,1
19,21677,1,M,0
44,35832,7,F,0
26,38825,8,M,0
18,20000,0,M,0
28,39997,10,F,0
20,22238,0,M,0
40,52967,17,F,1
43,66756,22,F,1
21,29298,3,F,0
35,50234,17,F,1
23,32720,5,M,0
52,73633,27,F,1
39,63614,21,M,1
60,89596,33,M,1
32,44930,14,F,1
39,35566,10,M,1
54,20000,0,F,0
59,92901,37,M,1
29,36638,9,M,0
64,33927,8,F,0
59,66835,25,F,1
55,39363,9,M,0
35,55679,17,F,1
62,38058,8,F,0
52,67293,25,F,1
47,32019,8,F,0
41,61162,23,F,1
59,48574,14,F,1
47,66751,23,F,1
31,50508,13,F,1
23,20000,1,F,0
20,21317,2,M,0
33,47969,15,F,0
24,36380,6,F,0
31,48097,13,F,1
26,37225,8,M,0
32,44965,14,F,0
38,23300,4,F,0
52,25279,3,F,0
19,23263,1,F,0
44,28973,5,F,1
19,23853,1,M,0
52,75297,30,M,1
35,32786,4,F,0
31,30166,6,F,0
37,31082,4,M,0
35,28448,3,F,0
27,38664,9,F,1
42,40403,8,M,0
19,20000,1,M,0
42,22180,1,M,0
50,57744,18,M,1
53,93460,35,F,1
48,56980,16,F,1
31,45488,13,F,1
18,23051,0,F,0
63,62584,23,F,1
33,48048,12,F,0
63,69975,27,M,1
20,28741,2,M,0
52,64250,22,M,1
58,67400,22,M,1
23,34239,5,F,0
42,67067,24,M,1
30,41310,12,F,0
51,75592,26,M,1
25,36116,7,M,0
38,60595,18,M,1
51,67644,26,F,1
21,26059,3,M,0
42,53969,15,M,1
32,50782,14,F,1
21,26745,3,F,0
62,66568,21,M,1
29,42417,11,F,0
49,47201,12,F,0
49,61843,21,M,1
45,29479,6,F,0
